Drug_ID,Drug,Y
500,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],0
501,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,0
502,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,0
503,C[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-],0
504,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0
505,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0
506,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0
507,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0
508,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,0
509,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O.O=S(=O)(O)O,0
510,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,0
511,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)C=CC(=O)O,0
512,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,0
513,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0
514,Cc1ccc2c([nH]c(=O)c3c(=O)cc(C(=O)OCCC(C)C)oc32)c1C,0
515,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1.Cl,0
516,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.Cl,0
517,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl,0
518,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,0
519,CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0
520,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0
521,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0
522,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,0
523,O=C(O)c1ccccc1OP(=O)(O)O,0
524,CC(C)(C(=O)c1cccnc1)c1cccnc1,0
525,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0
526,Cl.Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,0
527,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,0
528,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1.Cl.O.[Cl-],0
529,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21.O=S(=O)(O)c1ccccc1,0
530,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0
531,Nc1nc(N)nc(NC2CC2)n1,0
532,Cl.O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,0
533,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,0
534,COC(=O)Nc1nc2ccc(SC(C)C)cc2[nH]1,0
535,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,0
536,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,0
537,C/C=C/C(=O)N(CC)c1ccccc1C,0
538,C#CCN[C@@H]1CCc2ccccc21,0
539,N[C@@H](CSCCCO)C(=O)O,0
540,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0
541,C1N2CN3CN1CN(C2)C3,0
542,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0
543,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1.[Na+],0
544,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1.Cl,0
545,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
546,O=S(=O)([O-])CCS.[Na+],0
547,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,0
548,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,0
549,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
550,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
551,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0
552,Cl.NCC(O)c1ccc(O)cc1,0
553,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,0
554,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O.Cl,0
555,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+],0
556,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0
557,CCCOc1ccccc1-c1nc2n[nH]nc2c(=O)[nH]1,0
558,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl,0
559,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0
560,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],0
561,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1.Cl,0
562,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,0
563,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0
564,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,0
565,Cc1ccc(=O)n(-c2ccccc2)c1,0
566,NC(=O)CN1CC(O)CC1=O,0
567,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,0
568,O=c1c2ccccc2[se]n1-c1ccccc1,0
569,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O=C(O)CCC(=O)O,0
570,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],0
571,CC(C)Nc1ncccn1,0
572,O=C(O)C1CSCN1,0
573,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0
574,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
575,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0
576,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1,0
577,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,0
578,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1.[Na+],0
579,CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O,0
580,C[n+]1ccccc1/C=N/O.[Cl-],0
581,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0
582,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0
583,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,0
584,CC(=O)Nc1ccc(C(=O)O)cc1,0
585,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,0
586,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1OC(=O)CCC.[Na+],0
587,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
588,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,0
589,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,0
590,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
591,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0
592,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,0
593,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,0
594,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0
595,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0
596,CC(C)(C)NCC(O)c1ccccc1Cl.Cl,0
597,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
598,O=c1[nH]cnc2[nH]ncc12,0
599,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0
600,CC(=O)Nc1ccccc1,0
601,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0
602,CCCC(CCC)C(=O)O,0
603,COc1ccccc1O,0
604,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,0
605,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,0
606,Nc1ccc(C(=O)NCC(=O)O)cc1,0
607,Nc1ncn(C2O[C@H](CO)[C@H](O)[C@@H]2O)c(=O)n1,0
608,O=P1(N(CCCl)CCCl)NCCCO1,0
609,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0
610,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0
611,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+],0
612,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0
613,N[C@H](Cc1ccccc1)C(=O)O,0
614,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],0
615,CC(COc1ccccc1)NN.Cl.Cl,0
616,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21.Cl,0
617,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0
618,C#CCN(C)[C@H](C)Cc1ccccc1.Cl,0
619,C[N+](C)(C)C[C@H](O)CC(=O)[O-],0
620,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O.O.O,0
621,C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1.[Br-].[Br-],0
622,Cc1cc(=O)oc2cc(O)ccc12,0
623,NNC(=O)c1ccncc1,0
624,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
625,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,0
626,Cc1ccc(S(=O)(=O)[N-]Cl)cc1.[Na+],0
627,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1.CS(=O)(=O)O,0
628,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0
629,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[I-].[I-],0
630,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0
631,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0
632,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0
633,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0
634,O=C(O)Cc1ccc(-c2ccccc2)cc1,0
635,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,0
636,CN1C(=O)OC(C)(C)C1=O,0
637,C[C@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0
638,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=S(=O)(O)O,0
639,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0
640,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,0
641,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,0
642,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0
643,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0
644,CC(=O)Nc1cccc(O)c1,0
645,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,0
646,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0
647,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,0
648,CCN(CC)c1cc(C)nc2ncnn12,0
649,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl,0
650,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)[O-].[Na+],0
651,c1ccc2[nH]c(-c3cscn3)nc2c1,0
652,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0
653,O=c1[nH]cc(F)c(=O)[nH]1,0
654,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,0
655,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,0
656,Oc1c(Cl)cc(Cl)c2cccnc12,0
657,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl,0
658,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,0
659,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
660,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,0
661,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0
662,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,0
663,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0
664,CCCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,0
665,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,0
666,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2.Cl,0
667,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-].[K+],0
668,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0
669,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0
670,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0
671,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
672,Cc1cccc(C)c1NC1=NCCCS1,0
673,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+],0
674,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,0
675,Cc1c(O)c(=O)ccn1C,0
676,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,0
677,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,0
678,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21.Cl,0
679,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1.CS(=O)(=O)O,0
680,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,0
681,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0
682,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0
683,CCC1(C)CC(=O)NC1=O,0
684,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],0
685,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0
686,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,0
687,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0
688,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0
689,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
690,NC(=O)OCCCc1ccccc1,0
691,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,0
692,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,0
693,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
694,COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,0
695,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0
696,NC(=O)OCC(COC(N)=O)c1ccccc1,0
697,CC(C)c1cc2c(cc1S(=O)(=O)[O-])[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2.[Na+],0
698,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,0
699,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,0
700,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0
701,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0
702,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1.Cl,0
703,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,0
704,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0
705,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1.O.O.[Na+],0
706,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0
707,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0
708,CCO/C([O-])=N/c1c[n+](N2CCOCC2)no1,0
709,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],0
710,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12.O,0
711,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0
712,CN1CCCN=C1/C=C/c1cccs1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0
713,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0
714,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O.O,0
715,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,0
716,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0
717,CCN(CC)C(C)C(=O)c1ccccc1.Cl,0
718,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12.Cl,0
719,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0
720,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,0
721,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,0
722,Cc1ncc(CO)c(CO)c1O.Cl,0
723,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,0
724,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,0
725,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0
726,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0
727,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0
728,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,0
729,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21.Cl,0
730,CS(=O)(=O)OCCCCOS(C)(=O)=O,0
731,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,0
732,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0
733,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,0
734,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0
735,Cl.N=C(N=C(N)N)N1CCOCC1,0
736,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1.[Na+],0
737,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0
738,Nc1ccc(S(N)(=O)=O)cc1,0
739,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0
740,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O,0
741,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,0
742,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0
743,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl,0
744,CNCCC(Oc1ccccc1OC)c1ccccc1.Cl,0
745,O.O.OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
746,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,0
747,C#CCN(C)Cc1ccccc1.Cl,0
748,C=CCOc1ccc(CC(=O)O)cc1Cl,0
749,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,0
750,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,0
751,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0
752,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0
753,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1.Cl,0
754,CC(=O)Nc1ccc(O)cc1,0
